"ID","Species","ExperimentNo","Scenario","Treatment","Exposure.1","Exposure.2","endpoint.date","endpoint.code","Bd.endpoint.status","Bd.endpoint.CTmean","Bd.endpoint.Qmean","Rv.MCPendpoint.status","Rv.MCPendpoint.CTmean","Rv.MCPendpoint.Qmean","Rv.EBF3Nendpoint.status","Rv.EBF3Nendpoint.CTmean","Rv.EBF3Nendpoint.Qmean","EMA.YN","EMA.date","EMA.GE.EMA","EMA.GE.WS","Bd.endpoint.GE","viable.GE","dead.GE","Rv.endpoint.load"
"M5","Am","4","Single","Bd","bd","rvsham","21/10/2018","EU",1,37.41895294,0.763867736,0,NA,NA,0,NA,NA,1,"16/10/2018",0,0.002894827,7.63867736,0,0.002894827,NA
"M6","Am","4","Single","Bd","bd","rvsham","21/10/2018","EU",1,37.93948746,0.564327598,0,NA,NA,0,NA,NA,1,"16/10/2018",0,0,5.64327598,0,0,NA
"M7","Am","4","Single","Bd","bd","rvsham","21/10/2018","EU",1,36.65668869,1.224036932,0,NA,NA,0,NA,NA,1,"16/10/2018",0.001020926,0,12.24036932,0.001020926,-0.001020926,NA
"M8","Am","4","Single","Bd","bd","rvsham","21/10/2018","EU",1,36.58185577,1.286400676,0,NA,NA,0,NA,NA,1,"16/10/2018",0.005602477,0.025105178,12.86400676,0.005602477,0.019502701,NA
"M9","Am","4","Single","Bd","bd","rvsham","21/10/2018","EU",1,34.91932678,3.57167387,0,NA,NA,0,NA,NA,1,"16/10/2018",0.004697459,0,35.7167387,0.004697459,-0.004697459,NA
"M10","Am","4","Single","Bd","bd","rvsham","21/10/2018","EU",1,39.4177742,0.226636887,0,NA,NA,0,NA,NA,1,"16/10/2018",0,0.004531117,2.26636887,0,0.004531117,NA
"M11","Am","4","Single","Bd","bd","rvsham","21/10/2018","EU",1,39.24752808,0.25023374,0,NA,NA,0,NA,NA,1,"16/10/2018",0.005198386,0.010348197,2.5023374,0.005198386,0.005149811,NA
"M12","Am","4","Single","Bd","bd","rvsham","21/10/2018","EU",1,36.07284546,1.778191805,0,NA,NA,0,NA,NA,1,"16/10/2018",0.000736027,0.028730344,17.78191805,0.000736027,0.027994317,NA
"M13","Am","4","Single","Bd","bd","rvsham","21/10/2018","EU",1,37.74808121,0.623506904,0,NA,NA,0,NA,NA,1,"16/10/2018",0.000602643,0,6.23506904,0.000602643,-0.000602643,NA
"M14","Am","4","Single","Bd","bd","rvsham","21/10/2018","EU",1,38.13021469,0.493723154,0,NA,NA,0,NA,NA,1,"16/10/2018",0.0005569,0.001955706,4.93723154,0.0005569,0.001398806,NA
"G1","Am","5","Single","Bd","bd","rvsham","21/10/2018","EU",1,34.35161591,3.103198528,0,NA,NA,0,NA,NA,0,NA,NA,NA,31.03198528,NA,NA,NA
"G2","Am","5","Single","Bd","bd","rvsham","21/10/2018","EU",1,34.52692413,2.910458326,0,NA,NA,0,NA,NA,1,"16/10/2018",0.017145742,0,29.10458326,0.017145742,-0.017145742,NA
"G3","Am","5","Single","Bd","bd","rvsham","21/10/2018","EU",1,36.61099243,0.861612141,0,NA,NA,0,NA,NA,1,"16/10/2018",0.000874446,0.001541334,8.61612141,0.000874446,0.000666888,NA
"G4","Am","5","Single","Bd","bd","rvsham","21/10/2018","EU",1,34.79431152,2.391803741,0,NA,NA,0,NA,NA,1,"16/10/2018",0.000151391,0.002090243,23.91803741,0.000151391,0.001938852,NA
"G5","Am","5","Single","Bd","bd","rvsham","21/10/2018","EU",1,36.23508453,1.050914764,0,NA,NA,0,NA,NA,1,"16/10/2018",0,0.014728615,10.50914764,0,0.014728615,NA
"G6","Am","5","Single","Bd","bd","rvsham","21/10/2018","EU",1,35.23925781,1.881076813,0,NA,NA,0,NA,NA,1,"16/10/2018",0,0.08144743,18.81076813,0,0.08144743,NA
"G7","Am","5","Single","Bd","bd","rvsham","21/10/2018","EU",1,35.47655869,1.620876074,0,NA,NA,0,NA,NA,1,"16/10/2018",0,0,16.20876074,0,0,NA
"G8","Am","5","Single","Bd","bd","rvsham","21/10/2018","EU",1,34.76234436,2.43991375,0,NA,NA,0,NA,NA,1,"16/10/2018",0.003755562,0.05134495,24.3991375,0.003755562,0.047589388,NA
"G9","Am","5","Single","Bd","bd","rvsham","21/10/2018","EU",1,35.40494537,1.688154221,0,NA,NA,0,NA,NA,1,"16/10/2018",0.01921152,0.014728642,16.88154221,0.01921152,-0.004482878,NA
"G10","Am","5","Single","Bd","bd","rvsham","21/10/2018","EU",1,36.46222687,0.924517393,0,NA,NA,0,NA,NA,1,"16/10/2018",0.001015998,0,9.24517393,0.001015998,-0.001015998,NA
"G11","Am","5","Single","Bd","bd","rvsham","21/10/2018","EU",1,38.82838821,0.238742679,0,NA,NA,0,NA,NA,0,NA,NA,NA,2.38742679,NA,NA,NA
"G12","Am","5","Single","Bd","bd","rvsham","21/10/2018","EU",1,38.6783905,0.260224432,0,NA,NA,0,NA,NA,0,NA,NA,NA,2.60224432,NA,NA,NA
"G13","Am","5","Single","Bd","bd","rvsham","21/10/2018","EU",1,34.59991074,2.671587944,0,NA,NA,0,NA,NA,0,NA,NA,NA,26.71587944,NA,NA,NA
"G14","Am","5","Single","Bd","bd","rvsham","21/10/2018","EU",1,33.38867569,5.340875626,0,NA,NA,0,NA,NA,1,"16/10/2018",0.086708933,0.016427547,53.40875626,0.086708933,-0.070281386,NA
"G15","Am","5","Single","Bd","bd","rvsham","21/10/2018","EU",1,37.79063416,0.433172226,0,NA,NA,0,NA,NA,0,NA,NA,NA,4.33172226,NA,NA,NA
"G16","Am","5","Single","Bd","bd","rvsham","21/10/2018","EU",1,37.37262344,0.553720295,0,NA,NA,0,NA,NA,0,NA,NA,NA,5.53720295,NA,NA,NA
"G17","Am","5","Single","Bd","bd","rvsham","21/10/2018","EU",1,35.42975616,1.662188053,0,NA,NA,0,NA,NA,1,NA,0,0.000148467,16.62188053,0,0.000148467,NA
"G18","Am","5","Single","Bd","bd","rvsham","21/10/2018","EU",1,36.02688217,1.181299925,0,NA,NA,0,NA,NA,0,NA,NA,NA,11.81299925,NA,NA,NA
"G19","Am","5","Single","Bd","bd","rvsham","21/10/2018","EU",1,35.24388885,1.849072337,0,NA,NA,0,NA,NA,1,"16/10/2018",0,0,18.49072337,0,0,NA
"G20","Am","5","Single","Bd","bd","rvsham","21/10/2018","EU",1,37.58688354,0.484411508,0,NA,NA,0,NA,NA,1,"16/10/2018",0,0.00065716,4.84411508,0,0.00065716,NA
"G21","Am","5","Single","Bd","bd","rvsham","21/10/2018","EU",1,34.49487305,2.842905283,0,NA,NA,0,NA,NA,1,"16/10/2018",0.086708933,0.046609197,28.42905283,0.086708933,-0.040099736,NA
"G22","Am","5","Single","Bd","bd","rvsham","21/10/2018","EU",1,35.25200653,1.845337033,0,NA,NA,0,NA,NA,1,"16/10/2018",NA,NA,18.45337033,NA,NA,NA
"G23","Am","5","Single","Bd","bd","rvsham","21/10/2018","EU",1,33.69856262,4.48262167,0,NA,NA,0,NA,NA,1,"16/10/2018",NA,NA,44.8262167,NA,NA,NA
"G24","Am","5","Single","Bd","bd","rvsham","21/10/2018","EU",1,34.40261078,2.990768433,0,NA,NA,0,NA,NA,1,"16/10/2018",NA,NA,29.90768433,NA,NA,NA
"G25","Am","5","Single","Bd","bd","rvsham","21/10/2018","EU",1,35.3404007,0.914792717,0,NA,NA,0,NA,NA,1,"16/10/2018",NA,NA,9.14792717,NA,NA,NA
